0x;0y;1x;1y;2x;2y;3x;3y;4x;4y;5x;5y;6x;6y;7x;7y;8x;8y;9x;9y;10x;10y;11x;11y;12x;12y;13x;13y;14x;14y;15x;15y;16x;16y;17x;17y;18x;18y;19x;19y;20x;20y;char
459.052;0;0;0;0;0;0;0;0;0;0;294.218;325.291;152.323;327.972;232.496;322.403;289.187;395.826;297.697;398.604;148.835;381.508;277.977;372.358;346.559;469.619;303.320;477.841;162.932;458.940;298.506;457.034;362.973;547.807;304.362;551.039;202.378;522.951;277.255;515.869;325.201;A
455.649;545.145;328.422;489.980;259.430;392.914;241.415;264.212;231.404;158.635;333.460;286.847;332.095;159.367;332.637;234.174;331.733;289.490;413.333;297.913;400.696;151.194;386.867;274.026;387.513;345.062;484.852;304.618;477.203;174.582;462.082;304.169;465.984;363.551;559.386;308.176;550.070;214.779;520.408;284.928;517.995;326.677;A
459.234;541.913;340.566;499.288;267.430;403.515;242.412;273.480;229.004;168.005;322.339;301.430;325.908;167.914;328.298;234.195;327.942;284.771;399.697;306.962;395.736;157.465;379.974;274.272;376.938;345.039;470.975;309.986;471.140;173.228;454.781;298.350;457.084;360.605;547.617;311.270;542.435;216.355;514.423;285.982;510.106;331.701;A
447.160;530.995;331.999;484.705;251.743;390.788;225.182;261.737;210.250;156.365;308.821;292.351;315.736;161.035;318.076;226.626;313.849;275.467;386.224;298.850;386.913;164.414;375.846;289.829;370.906;353.127;457.112;305.996;461.040;183.109;450.410;313.306;451.744;368.282;535.786;307.120;532.522;220.310;507.560;299.980;503.113;343.979;A
446.621;544.659;331.518;498.087;254.897;403.125;232.184;274.891;214.409;173.496;321.456;302.470;318.927;178.500;322.400;251.118;325.655;300.034;393.234;310.534;387.760;171.643;376.354;291.384;380.302;352.174;461.026;315.817;461.728;186.175;444.267;307.759;450.095;362.389;540.334;318.309;535.485;223.946;501.952;294.299;496.230;338.807;A
458.456;541.946;333.579;494.275;260.307;399.133;232.853;265.930;215.538;153.418;322.096;299.437;322.564;159.605;325.462;236.376;327.535;291.814;400.214;309.554;397.969;152.105;381.174;277.264;375.127;351.918;472.380;314.087;474.892;167.928;456.241;296.182;455.914;359.395;549.118;314.420;543.562;214.189;514.261;289.558;508.504;338.904;A
451.227;543.125;328.481;495.936;249.322;395.925;230.195;261.594;221.692;153.278;318.042;299.360;320.973;162.210;324.170;239.410;320.793;297.324;400.793;310.458;394.758;147.823;380.521;268.580;376.539;342.293;475.700;318.636;473.309;169.474;457.557;297.382;460.054;362.215;557.118;323.509;552.801;218.263;523.500;288.042;519.330;336.365;A
425.057;535.058;310.055;491.576;233.459;394.575;207.647;261.691;191.356;157.788;291.008;299.096;299.650;164.356;305.128;239.043;305.337;296.970;364.456;306.829;366.178;171.669;356.189;285.363;355.182;347.827;434.935;310.269;440.770;191.322;427.353;309.016;428.067;360.424;511.550;307.762;509.509;228.567;484.601;298.028;479.828;336.614;A
408.905;563.153;290.820;522.104;209.756;416.825;187.144;276.495;184.285;158.905;289.321;300.479;296.682;158.885;294.854;248.154;290.841;311.312;363.405;311.902;368.120;172.317;352.033;295.340;353.380;357.246;438.771;315.496;450.065;192.930;422.264;319.801;420.843;372.797;518.661;318.644;519.448;225.768;484.558;304.185;474.338;345.347;A
408.832;581.572;271.397;518.210;194.411;415.248;175.923;280.801;161.005;174.635;288.177;311.003;281.392;175.937;281.128;264.001;285.151;323.569;367.924;318.018;361.006;168.707;347.689;306.455;356.947;382.582;444.638;324.059;447.271;189.925;419.826;331.867;426.746;400.082;530.179;330.512;529.525;235.352;484.882;315.012;476.320;362.270;A
441.330;580.026;317.336;533.128;235.682;426.778;214.495;287.129;218.927;174.365;322.695;305.512;324.242;181.603;324.568;271.646;324.820;325.897;393.581;313.704;403.156;196.926;387.045;321.434;387.083;374.054;466.820;320.704;483.852;215.498;452.775;341.742;451.285;385.623;544.140;331.302;543.704;248.359;505.463;324.956;497.392;361.633;A
423.848;583.623;297.393;540.033;213.259;435.563;190.712;291.174;187.081;173.848;295.077;308.104;294.358;181.261;298.358;270.659;294.290;325.979;363.328;312.211;370.656;193.003;358.522;318.589;359.772;374.319;436.765;316.980;451.128;208.056;425.899;341.292;425.022;395.202;517.681;326.102;518.319;235.845;486.953;314.878;481.258;358.140;A
447.178;572.842;324.508;529.669;238.491;416.850;218.932;272.582;228.011;162.107;332.250;302.531;331.181;174.986;333.853;270.610;340.481;332.743;404.029;313.140;403.672;179.422;392.800;314.329;399.977;381.973;474.427;318.850;480.583;199.309;457.985;341.613;464.250;402.511;556.348;326.362;551.356;230.150;514.613;313.619;509.681;360.249;A
419.739;570.146;295.067;536.098;211.388;423.751;190.593;277.048;178.665;158.154;298.172;315.213;300.936;170.009;305.360;258.609;301.395;318.138;373.218;321.682;374.211;182.159;364.518;312.645;367.245;374.792;448.628;325.639;454.139;199.846;432.991;337.305;431.594;395.010;530.979;329.408;527.157;238.235;495.788;320.290;487.571;361.007;A
444.102;584.054;305.862;534.553;219.910;414.923;196.793;271.994;201.393;167.036;320.531;304.032;322.549;174.713;325.777;272.932;331.836;333.867;400.545;316.054;391.067;177.964;384.227;322.521;397.280;389.835;476.907;322.429;479.351;192.057;457.122;341.123;464.436;403.614;562.441;332.590;552.968;232.320;514.993;311.990;512.929;358.292;A
442.601;580.671;312.517;538.405;225.898;419.927;206.189;273.458;203.318;161.344;323.213;313.528;326.464;175.797;327.212;269.731;327.919;336.050;402.328;322.420;397.948;176.242;387.791;314.790;395.558;389.010;479.932;328.663;482.820;188.540;461.247;332.864;465.940;403.843;566.997;338.823;560.482;231.116;521.296;310.754;514.124;365.726;A
431.796;585.109;294.862;528.143;220.970;420.622;202.353;281.219;191.154;165.209;307.756;327.430;303.418;188.138;303.848;272.861;309.081;327.403;388.273;333.949;381.361;174.800;367.503;305.819;376.132;375.286;467.253;334.038;469.220;190.966;443.894;328.412;449.129;388.973;552.263;332.089;549.229;235.448;509.764;317.099;501.494;362.894;A
429.905;585.660;303.205;538.959;226.458;426.808;210.479;294.087;211.167;184.248;324.264;308.271;320.822;180.993;322.420;274.001;328.880;341.033;399.656;319.004;398.278;190.391;386.025;324.865;387.268;393.321;470.669;329.887;480.944;209.232;457.696;343.206;455.939;404.592;545.366;346.499;552.641;247.757;518.159;313.284;508.191;358.431;A
437.019;603.488;308.028;553.933;223.647;440.425;208.388;295.522;216.099;180.834;325.082;322.365;323.830;185.768;324.625;285.215;331.012;351.134;398.689;336.327;404.159;195.427;390.611;337.046;396.582;403.183;472.329;345.672;481.192;217.437;456.799;364.956;462.252;428.603;557.975;358.345;554.543;252.623;516.687;335.243;511.357;383.430;A
444.941;619.449;318.215;575.675;235.755;460.175;214.980;315.700;215.824;204.733;325.257;314.506;326.943;194.321;331.535;302.284;337.419;365.309;399.442;326.739;407.382;209.998;393.162;357.059;394.318;413.475;472.124;336.086;486.856;233.624;461.541;385.916;463.511;437.167;551.764;352.129;560.371;264.112;526.115;349.252;518.921;390.929;A
439.962;604.980;310.083;557.506;227.606;444.789;210.302;302.235;210.640;186.568;326.856;322.123;322.107;193.753;323.697;293.888;331.678;353.835;399.286;336.339;403.643;205.471;391.321;344.293;397.724;404.690;471.165;344.000;481.192;223.112;457.512;370.588;463.726;428.934;553.433;355.182;554.836;253.022;518.780;337.050;514.086;383.511;A
447.493;613.797;321.516;563.310;234.680;447.438;212.426;306.241;208.420;187.860;324.993;313.574;320.103;196.393;327.723;296.443;343.114;360.934;402.094;327.345;403.772;203.463;395.090;348.605;400.360;413.779;473.605;338.289;483.434;226.403;462.569;379.962;466.602;439.787;554.390;356.291;557.394;258.644;525.406;341.824;518.633;389.652;A
446.990;623.905;313.059;566.471;225.976;451.422;200.284;310.215;206.989;199.578;324.562;312.193;318.382;199.789;319.435;301.503;327.196;361.229;401.542;324.791;396.499;213.575;383.341;359.697;390.338;422.967;478.808;334.025;488.817;232.100;459.939;380.943;462.889;434.674;564.799;347.982;565.115;264.878;523.521;348.028;517.950;389.337;A
445.933;617.194;318.834;580.685;237.068;469.379;221.889;322.485;218.840;193.175;324.697;325.422;334.195;200.599;331.549;292.019;329.345;350.537;400.184;338.329;412.903;214.954;392.443;343.125;393.783;403.573;478.743;348.033;495.166;236.683;460.799;371.607;459.959;426.026;566.754;359.927;567.879;268.702;528.700;349.569;519.281;391.912;A
428.810;632.939;303.088;570.589;223.874;452.522;202.144;319.102;199.531;212.512;318.455;306.164;309.886;199.035;314.007;313.752;327.464;389.707;398.768;324.484;400.317;212.523;386.846;357.554;386.692;425.573;475.786;339.912;489.293;237.633;464.146;380.081;464.507;435.475;555.652;361.472;566.359;272.625;533.313;338.298;524.001;375.332;A
440.073;637.098;310.977;570.420;236.314;452.849;217.586;319.450;209.869;209.870;332.151;308.357;328.535;202.516;324.224;309.198;328.004;381.136;413.110;329.411;410.966;220.467;390.146;359.409;389.123;423.075;491.808;348.889;500.015;248.549;468.545;389.565;468.113;445.934;571.042;374.619;576.815;286.613;537.646;353.333;530.029;393.260;A
454.088;620.739;317.161;581.462;232.594;463.825;209.511;317.160;192.623;193.687;331.765;324.913;328.028;193.423;324.633;283.512;327.459;341.197;409.088;333.173;408.358;212.242;391.569;347.901;400.260;410.346;489.011;341.317;495.516;232.809;465.222;375.133;470.747;429.039;577.069;354.762;573.634;273.020;534.690;355.954;530.918;393.740;A
443.902;615.517;319.444;574.900;235.964;459.169;219.635;311.719;220.458;187.156;320.211;317.004;329.677;194.060;328.460;286.026;325.300;345.207;397.165;331.268;407.436;208.450;390.180;337.568;393.003;402.131;476.876;341.095;489.848;228.664;458.998;364.111;459.955;423.774;564.821;353.918;565.704;261.676;527.780;342.457;517.492;389.326;A
460.261;629.520;320.653;577.218;237.141;461.791;213.502;323.724;211.104;209.763;333.260;315.407;331.579;203.080;331.112;304.970;337.756;364.461;414.581;327.571;409.147;214.563;394.673;362.380;405.337;425.408;494.957;337.796;500.955;231.689;475.089;382.479;483.293;437.652;581.530;353.117;581.625;271.173;542.825;354.678;541.953;396.792;A
423.800;516.827;302.148;505.447;195.925;407.410;145.021;259.856;105.375;135.184;253.440;310.407;255.733;151.655;262.556;238.165;242.018;307.767;338.197;296.200;328.554;147.239;328.185;304.789;314.778;387.362;420.115;288.846;413.421;148.562;405.954;310.111;402.291;390.354;500.349;273.248;492.117;181.653;468.794;288.835;463.834;351.623;A
449.572;546.956;326.127;516.286;226.633;397.880;208.119;255.140;216.871;145.091;320.313;266.500;312.902;148.682;319.456;242.488;329.696;319.264;394.151;270.211;386.360;149.869;382.347;289.365;388.211;377.240;467.597;277.542;463.998;165.991;453.605;316.384;457.313;399.508;549.599;291.558;548.505;198.272;520.417;280.312;510.743;343.338;A
447.528;557.715;320.067;528.302;224.429;415.482;204.821;272.359;202.733;149.346;300.937;278.155;291.856;171.552;303.841;261.823;313.650;330.410;380.694;280.055;372.232;169.195;374.197;302.171;386.831;384.100;462.011;286.298;450.599;186.598;444.424;333.507;455.089;410.397;550.024;301.529;538.282;218.554;510.022;302.242;504.842;358.758;A
454.814;607.518;297.301;548.024;214.899;446.206;177.535;324.316;150.986;209.507;312.231;315.657;306.113;187.952;310.850;274.728;309.983;335.817;405.447;320.834;394.860;155.871;385.334;293.581;387.268;371.533;491.534;324.233;481.140;173.914;456.258;330.914;457.264;414.818;582.736;332.515;581.426;219.268;544.918;306.183;539.419;371.853;A
448.196;624.624;289.549;569.288;207.497;452.107;189.375;315.748;178.748;192.790;312.815;345.874;298.124;207.917;301.482;296.410;309.875;361.257;408.315;344.380;395.297;178.095;386.055;322.349;392.318;402.885;494.040;347.606;487.568;189.670;460.796;348.434;465.191;433.643;583.571;358.084;585.061;248.539;541.750;335.645;533.986;398.435;A
447.706;649.189;303.091;586.655;227.354;480.165;201.096;359.334;183.021;251.883;332.280;368.190;317.012;241.089;313.161;326.481;315.666;391.783;425.495;372.354;415.383;224.837;395.307;370.327;389.990;467.389;507.234;379.937;507.903;239.727;477.618;384.905;471.671;473.490;589.144;393.508;605.733;296.335;570.747;350.194;557.766;394.398;A
434.807;656.934;297.973;614.751;208.836;492.149;184.836;350.671;180.562;235.241;320.213;377.621;313.213;230.357;312.263;316.019;315.084;385.279;401.708;376.312;409.055;213.949;398.108;366.272;403.479;464.122;477.830;383.496;488.433;232.852;466.531;393.104;470.992;489.881;562.785;404.090;568.948;292.780;532.677;376.356;526.551;443.975;A
458.375;670.519;310.642;634.131;207.018;511.230;169.738;365.053;158.228;247.697;310.814;352.356;307.699;203.199;303.794;305.222;301.056;382.765;396.414;347.841;392.963;189.873;384.226;351.799;390.859;452.743;477.834;355.200;480.072;206.475;459.877;374.267;470.780;471.143;567.113;375.019;567.129;271.521;534.358;354.518;532.007;416.673;A
430.675;677.729;276.328;623.459;183.370;511.581;153.884;367.559;135.184;246.226;272.790;407.457;276.739;262.683;275.703;320.400;264.706;359.704;369.442;410.267;364.168;244.662;353.477;396.469;351.539;488.533;458.775;417.509;455.109;263.660;439.201;426.367;439.890;517.098;553.369;420.803;549.858;309.230;512.475;406.194;507.673;477.010;A
441.123;689.144;285.391;617.656;202.447;505.146;174.479;370.366;158.729;258.050;322.453;397.244;318.465;261.847;313.430;362.760;316.062;438.905;413.436;409.368;413.675;248.835;392.800;406.188;384.136;505.556;497.257;421.642;505.080;270.204;474.085;425.669;465.363;515.860;585.481;440.116;607.428;319.705;575.565;374.805;568.604;420.679;A
404.952;686.802;265.165;616.540;181.154;484.548;170.551;342.024;183.512;240.064;289.957;365.144;292.143;227.895;301.595;339.935;314.201;439.345;380.233;383.218;377.069;244.975;370.451;400.750;365.976;506.324;465.307;396.053;475.628;269.136;450.559;427.457;442.627;525.381;558.003;413.484;567.482;308.626;527.118;386.824;504.498;462.922;A
398.302;676.187;262.013;638.326;168.124;522.157;134.029;364.296;116.769;233.474;259.101;381.014;246.880;231.583;245.227;326.942;245.753;395.039;343.298;382.726;333.860;237.227;318.804;397.026;323.984;486.577;429.295;387.137;427.225;254.491;396.970;421.187;401.875;504.981;521.595;394.196;515.238;296.701;468.764;388.216;459.785;445.482;A
415.470;812.553;243.964;747.262;127.764;597.262;109.810;396.543;145.238;221.137;254.437;392.803;265.708;243.720;254.437;372.022;252.632;458.237;348.507;406.969;357.457;275.910;336.271;469.345;340.962;562.099;445.849;425.411;461.484;316.743;420.365;520.803;412.944;613.844;553.384;459.357;569.152;350.750;525.551;462.743;509.766;538.809;A
381.774;787.041;217.332;715.588;115.572;556.231;108.681;372.157;148.089;228.953;225.233;370.504;235.587;239.324;228.239;371.241;227.457;458.467;316.213;389.393;329.381;265.377;304.984;446.529;305.475;548.263;414.722;412.773;433.413;300.214;389.768;492.896;374.772;591.444;522.224;451.497;542.566;340.371;500.323;445.278;477.944;525.305;A
348.941;808.957;192.761;719.601;92.053;558.212;83.705;383.038;104.807;246.067;218.183;395.090;225.147;229.366;221.514;346.063;226.774;444.225;324.152;411.034;322.647;254.274;304.240;428.327;311.798;543.205;425.603;428.870;444.792;288.171;405.089;472.903;393.747;584.999;538.836;463.868;569.308;334.965;526.589;422.259;500.263;511.862;A
432.833;768.353;264.254;733.700;155.029;586.629;136.563;387.718;150.025;232.936;270.952;387.032;266.363;225.696;262.572;339.706;261.915;422.773;349.623;399.046;364.210;265.803;344.533;429.410;350.777;514.586;441.087;416.432;460.639;293.108;425.220;477.104;423.734;566.701;550.054;440.820;561.699;324.390;520.237;432.839;504.266;504.036;A
390.401;790.645;227.963;720.256;123.403;563.523;114.124;380.873;135.038;226.179;245.326;356.791;245.526;200.899;235.926;334.912;237.428;434.099;344.631;373.383;340.075;229.583;321.003;414.608;333.605;520.322;449.808;392.135;463.714;264.422;422.159;461.902;415.818;566.208;562.394;428.377;581.493;306.660;536.010;405.807;515.071;495.514;A
429.287;779.865;256.736;718.842;147.017;571.398;129.224;372.901;157.737;203.165;263.574;387.329;262.934;226.506;257.125;347.287;259.551;431.811;351.918;397.436;361.292;257.482;342.153;436.010;350.060;531.312;447.517;412.626;459.475;292.192;424.744;489.810;420.979;588.320;551.889;446.049;562.263;329.791;522.659;440.767;509.831;522.013;A
424.552;765.566;250.127;727.357;139.358;570.240;137.900;372.778;173.504;212.889;269.636;377.898;264.984;232.634;259.939;352.035;272.447;441.709;358.633;390.695;352.575;260.623;335.965;435.737;352.872;530.930;452.825;404.698;453.605;292.110;421.664;482.364;426.972;575.833;563.220;432.043;565.156;325.902;524.896;435.742;513.329;513.157;A
361.371;798.640;201.460;714.134;101.079;557.635;91.289;381.131;103.642;237.381;233.970;387.981;227.772;227.126;228.348;350.057;243.416;445.114;332.271;404.895;327.077;247.736;313.605;435.093;325.110;546.866;427.049;425.853;448.766;284.229;415.147;475.562;407.900;578.149;537.900;462.332;574.331;329.556;531.216;422.425;504.553;503.338;A
205.463;310.496;184.803;277.357;174.100;236.110;168.641;207.241;159.467;182.712;184.119;198.030;179.697;152.716;171.683;131.243;166.918;120.199;194.157;202.056;178.905;162.794;166.182;156.093;159.788;154.671;201.322;211.527;181.074;181.264;168.752;183.118;161.166;190.230;206.889;224.052;190.430;196.704;182.232;199.279;175.023;209.910;A
435.147;774.097;261.180;721.779;148.761;568.733;123.137;368.591;143.274;204.518;253.770;382.178;257.282;226.387;255.093;344.394;254.199;429.792;344.252;390.806;359.087;255.879;341.759;425.424;343.989;522.541;440.503;405.087;459.880;289.778;425.307;478.477;416.306;576.500;546.049;435.995;561.536;326.421;518.865;432.396;498.786;509.290;A
396.933;767.060;230.582;716.304;114.426;563.736;89.367;363.985;114.588;199.587;220.611;373.891;223.525;228.452;223.280;351.848;226.328;437.679;308.158;387.301;322.358;258.498;307.304;434.551;313.494;527.106;404.855;402.257;423.901;291.849;391.231;482.913;386.771;574.015;513.774;429.943;525.403;325.001;486.077;434.949;472.685;507.563;A
425.127;612.150;289.193;558.073;209.715;442.532;189.053;294.041;182.858;178.505;292.195;327.621;288.392;195.276;292.986;282.682;293.331;331.035;356.718;337.603;366.701;210.862;359.684;334.267;365.193;390.186;427.336;345.337;446.036;224.607;420.948;369.295;418.343;433.035;506.970;357.438;515.631;251.464;482.309;339.957;471.577;395.525;A
464.280;539.046;367.456;518.772;281.422;426.770;245.071;299.809;219.983;189.678;328.814;338.143;335.968;212.544;332.983;261.483;315.911;303.688;393.210;334.991;392.358;221.298;384.896;332.619;378.391;391.388;462.639;337.743;463.869;231.544;451.814;351.523;446.367;407.031;534.447;338.809;535.355;261.685;508.801;332.875;494.071;371.917;A
458.839;542.809;357.037;515.757;280.856;422.178;252.619;299.660;224.840;192.345;341.198;343.209;350.086;226.771;347.758;272.574;335.079;308.813;405.633;342.113;404.718;227.324;397.767;336.494;395.690;396.644;469.845;341.379;471.300;237.325;458.521;353.573;455.922;407.267;540.385;339.760;537.334;266.470;513.882;335.217;506.379;373.603;A
457.300;550.137;354.362;531.263;273.353;437.137;248.664;315.050;233.106;211.114;341.123;341.076;346.048;228.104;348.806;272.626;345.659;305.552;405.221;341.251;403.242;236.298;399.329;342.389;401.313;396.785;468.422;345.173;467.206;248.798;455.426;359.880;455.428;409.092;536.140;350.089;529.505;281.361;504.878;347.815;497.510;382.382;A
453.461;553.663;346.827;521.798;265.630;429.311;232.966;303.578;205.263;198.642;324.185;352.199;334.923;222.135;333.973;259.759;321.684;286.317;394.210;353.927;393.824;229.289;381.986;343.622;373.562;400.425;460.872;354.622;467.203;239.818;451.571;359.805;447.225;414.344;530.854;349.490;534.819;263.446;508.494;328.684;502.313;366.104;A
441.711;561.504;328.965;512.718;257.535;419.241;236.658;300.096;217.220;207.883;341.325;347.923;340.379;236.555;337.357;303.480;342.420;351.638;410.118;354.226;402.158;225.664;388.498;345.196;394.099;422.536;477.153;357.768;474.922;239.200;452.457;360.156;457.990;431.785;551.015;360.931;556.494;268.595;524.237;325.077;521.189;372.149;A
449.955;569.872;342.226;530.942;274.530;442.431;248.451;323.676;226.836;216.808;341.645;360.229;345.266;243.290;346.162;296.899;341.632;334.381;407.825;365.693;402.926;244.411;395.428;352.339;400.348;409.966;472.185;365.053;471.329;254.204;456.984;368.760;461.304;423.585;540.334;362.886;534.711;279.898;509.874;347.255;508.826;388.568;A
453.344;579.847;345.553;552.030;265.157;461.657;236.271;339.651;228.143;235.291;330.997;370.237;328.567;250.287;332.152;293.587;327.363;321.253;395.116;370.322;391.193;252.379;389.503;363.151;389.889;415.742;460.549;370.451;462.764;262.530;448.543;378.055;445.902;426.181;530.533;373.130;525.109;294.184;499.132;360.666;490.255;395.514;A
456.628;585.126;343.374;549.636;264.314;455.258;235.169;331.301;222.992;225.555;335.009;364.707;328.953;235.977;333.896;301.752;333.937;346.162;401.307;368.348;392.064;240.858;388.720;352.449;391.920;409.281;465.939;369.013;467.562;251.219;454.163;369.345;454.420;423.047;534.430;371.346;533.700;282.340;507.090;352.585;498.425;394.950;A
454.813;577.666;349.180;542.957;274.374;449.078;253.059;328.989;238.860;222.200;338.582;368.404;343.769;249.278;349.623;299.113;351.451;337.572;404.244;372.691;400.565;248.859;400.814;358.852;409.821;419.197;469.273;374.018;469.611;256.201;461.402;372.033;467.626;428.922;543.147;375.730;541.430;292.200;520.645;358.638;517.872;401.866;A
451.875;585.567;340.870;542.069;265.770;451.646;243.856;322.866;232.729;214.730;339.231;371.626;339.353;251.187;344.272;317.457;349.515;363.482;405.989;376.223;403.176;247.462;399.543;363.185;408.674;429.033;471.489;376.151;478.216;257.908;463.132;376.137;468.100;438.882;545.985;374.834;553.304;276.388;525.740;339.360;519.263;387.849;A
469.743;549.129;369.694;524.785;291.452;440.554;254.709;316.015;231.264;217.307;337.991;351.706;341.573;222.322;337.817;258.583;319.865;284.523;399.331;344.853;393.583;231.589;386.156;335.004;381.340;386.419;462.055;341.585;460.553;240.709;450.489;351.051;450.310;397.864;525.481;339.200;517.824;265.965;493.406;330.651;488.464;365.373;A
471.261;514.593;377.407;492.968;309.443;417.085;273.373;310.561;246.854;225.380;356.545;329.481;359.266;220.767;352.693;256.847;337.586;277.699;412.095;327.288;406.653;235.348;390.613;333.329;383.953;380.444;466.431;329.482;469.450;249.145;446.871;350.183;441.789;391.465;522.043;333.491;518.837;274.857;490.524;335.809;484.049;366.138;A
469.269;503.916;377.428;487.907;304.228;422.594;272.041;321.678;266.884;233.693;346.430;322.700;340.436;217.062;341.920;258.432;328.783;292.983;399.483;320.809;393.765;235.100;387.866;322.069;386.723;365.575;454.342;324.706;454.645;252.445;439.768;348.951;432.626;387.731;509.575;332.464;507.442;271.479;482.368;335.604;466.000;367.031;A
455.881;512.285;373.297;494.534;311.978;423.061;283.201;328.790;257.463;241.954;350.682;335.140;352.650;236.811;348.884;262.481;335.563;282.792;404.619;331.999;403.343;243.232;395.775;328.001;390.648;374.009;457.751;332.868;461.192;255.610;445.269;346.096;437.795;385.722;513.366;336.546;511.288;279.271;488.584;335.710;478.541;363.533;A
